0	8067
1	3552
2	3441
3	3375
4	3375
5	3384
6	3402
7	3381
8	3390
9	3399
10	3378
11	3423
12	3375
13	3381
14	3372
15	3375
16	3408
17	3435
18	3384
19	3414
20	3429
21	3372
22	3369
23	3381
24	3402
25	3372
26	3387
27	3369
28	3369
29	3372
30	3402
31	3363
32	3387
33	3378
34	3369
35	3372
36	3402
37	3363
38	3378
39	3369
40	3378
41	3381
42	3402
43	3363
44	3378
45	3369
46	3369
47	3372
48	3402
49	3363
50	3387
51	3378
52	3369
53	3372
54	3402
55	3363
56	3378
57	3369
58	3378
59	3372
60	3402
61	3363
62	3378
63	3369
64	3369
65	3381
66	3402
67	3363
68	3387
69	3369
70	3369
71	3372
72	3393
73	3363
74	3378
75	3369
76	3378
77	3372
78	3402
79	3363
80	3378
81	3369
82	3369
83	3381
84	3402
85	3363
86	3387
87	3369
88	3369
89	3372
90	3393
91	3363
92	3387
93	3378
94	3369
95	3372
96	3402
97	3363
98	3378
99	3369
100	3369
101	3378
102	3402
103	3363
104	3378
105	3369
106	3369
107	3372
108	3402
109	3363
110	3387
111	3378
112	3369
113	3372
114	3402
115	3363
116	3378
117	3369
118	3378
119	3372
120	3402
121	3363
122	3378
123	3369
124	3369
125	3381
126	3402
127	3363
128	3387
129	3369
130	3369
131	3372
132	3393
133	3363
134	3378
135	3369
136	3378
137	3372
138	3402
139	3363
140	3378
141	3369
142	3369
143	3381
144	3402
145	3363
146	3387
147	3369
148	3369
149	3372
150	3393
151	3363
152	3387
153	3378
154	3369
155	3372
156	3402
157	3363
158	3378
159	3369
160	3369
161	3381
162	3402
163	3372
164	3387
165	3369
166	3369
167	3372
168	3402
169	3363
170	3387
171	3378
172	3369
173	3372
174	3402
175	3363
176	3378
177	3369
178	3378
179	3381
180	3402
181	3363
182	3378
183	3369
184	3369
185	3372
186	3402
187	3363
188	3387
189	3360
190	3372
191	3372
192	3402
193	3363
194	3384
195	3381
196	3372
197	3372
198	3402
199	3363
200	3375
201	3372
202	3381
203	3381
204	3402
205	3363
206	3375
207	3372
208	3372
209	3372
210	3402
211	3363
212	3384
213	3381
214	3372
215	3372
216	3393
217	3363
218	3375
219	3372
220	3381
221	3372
222	3402
223	3363
224	3375
225	3372
226	3372
227	3381
228	3402
229	3363
230	3384
231	3372
232	3372
233	3372
234	3393
235	3363
236	3375
237	3381
238	3381
239	3372
240	3402
241	3363
242	3375
243	3372
244	3372
245	3381
246	3402
247	3363
248	3384
249	3372
250	3372
251	3372
252	3402
253	3363
254	3384
255	3381
256	3372
257	3372
258	3402
259	3363
260	3375
261	3372
262	3381
263	3381
264	3402
265	3372
266	3375
267	3372
268	3372
269	3372
270	3402
271	3363
272	3384
273	3381
274	3372
275	3372
276	3402
277	3363
278	3375
279	3372
280	3381
281	3381
282	3402
283	3363
284	3375
285	3372
286	3372
287	3372
288	3402
289	3363
290	3384
291	3381
292	3372
293	3372
294	3393
295	3363
296	3375
297	3372
298	3381
299	3372
300	3402
301	3363
302	3375
303	3372
304	3372
305	3381
306	3402
307	3363
308	3384
309	3372
310	3372
311	3372
312	3393
313	3363
314	3375
315	3381
316	3381
317	3372
318	3402
319	3363
320	3375
321	3372
322	3372
323	3381
324	3402
325	3369
326	3357
327	3363
328	3387
329	3345
330	3378
331	3381
332	3360
333	3339
334	3369
335	3345
336	3348
337	3354
338	3333
339	3375
340	3384
341	3384
342	3378
343	3360
344	3354
345	3366
346	3384
347	3390
348	3375
349	3582
350	3381
351	3378
352	3396
353	3372
354	3399
355	3387
356	3399
357	3345
358	3363
359	3372
360	3384
361	3387
362	3390
363	3390
364	3363
365	3357
366	3363
367	3354
368	3387
369	3357
370	3363
371	3366
372	3357
373	3372
374	3357
375	3366
376	3381
377	3366
378	3372
379	3372
380	3372
381	3351
382	3402
383	3339
384	3396
385	3357
386	3348
387	3399
388	3399
389	3381
390	3399
391	3375
392	3351
393	3372
394	3366
395	3381
396	3399
397	3381
398	3387
399	3369
400	3372
401	3384
402	3363
403	3381
404	3369
405	3363
406	3372
407	3384
408	3387
409	3375
410	3369
411	3378
412	3366
413	3387
414	3387
415	3387
416	3375
417	3354
418	3345
419	3372
420	3369
421	3381
422	3375
423	3360
424	3375
425	3378
426	3378
427	3366
428	3372
429	3387
430	3375
431	3369
432	3378
433	3366
434	3381
435	3387
436	3366
437	3369
438	3378
439	3366
440	3381
441	3387
442	3366
443	3369
444	3378
445	3366
446	3372
447	3378
448	3366
449	3369
450	3387
451	3375
452	3372
453	3366
454	3372
455	3360
456	3366
457	3366
458	3369
459	3393
460	3390
461	3375
462	3369
463	3369
464	3387
465	3378
466	3372
467	3372
468	3369
469	3372
470	3360
471	3378
472	3378
473	3360
474	3384
475	3387
476	3360
477	3375
478	3378
479	3360
480	3384
481	3387
482	3360
483	3375
484	3378
485	3360
486	3375
487	3378
488	3360
489	3384
490	3387
491	3360
492	3375
493	3375
494	3366
495	3360
496	3366
497	3360
498	3363
499	3369
500	3357
501	3408
502	3411
503	3396
504	3357
505	3345
506	3363
507	3408
508	3411
509	3405
510	3354
511	3384
512	3387
513	3366
514	3405
515	3411
516	3384
517	3360
518	3390
519	3378
520	3369
521	3402
522	3384
523	3372
524	3378
525	3375
526	3366
527	3363
528	3372
529	3372
530	3363
531	3363
532	3366
533	3360
534	3378
535	3375
536	3357
537	3387
538	3384
539	3357
540	3378
541	3375
542	3357
543	3387
544	3384
545	3357
546	3378
547	3375
548	3357
549	3378
550	3375
551	3357
552	3387
553	3384
554	3357
555	3378
556	3375
557	3357
558	3387
559	3375
560	3357
561	3387
562	3384
563	3357
564	3378
565	3375
566	3357
567	3387
568	3384
569	3357
570	3378
571	3375
572	3348
573	3378
574	3375
575	3357
576	3387
577	3384
578	3357
579	3378
580	3375
581	3357
582	3387
583	3384
584	3357
585	3378
586	3375
587	3357
588	3378
589	3375
590	3357
591	3387
592	3384
593	3357
594	3378
595	3375
596	3357
597	3387
598	3375
599	3357
600	3387
601	3384
602	3357
603	3378
604	3375
605	3357
606	3387
607	3384
608	3357
609	3378
610	3375
611	3348
612	3378
613	3375
614	3357
615	3387
616	3384
617	3357
618	3378
619	3375
620	3357
621	3387
622	3384
623	3357
624	3378
625	3375
626	3357
627	3378
628	3375
629	3357
630	3387
631	3384
632	3357
633	3378
634	3375
635	3357
636	3387
637	3375
638	3357
639	3387
640	3384
641	3357
642	3378
643	3375
644	3357
645	3387
646	3384
647	3357
648	3378
649	32334
650	3447
651	3390
652	3357
653	3363
654	3342
655	3339
656	3360
657	3366
658	3390
659	3336
660	3381
661	3357
662	3363
663	3366
664	3357
665	3384
666	3381
667	3357
668	3345
669	3390
670	3375
671	3330
672	3390
673	3363
674	3366
675	3357
676	3357
677	3366
678	3354
679	3375
680	3369
681	3354
682	3351
683	3378
684	3345
685	3381
686	3348
687	3351
688	3345
689	3369
690	3336
691	3369
692	3342
693	3354
694	3351
695	3369
696	3345
697	3381
698	3348
699	3351
700	3354
701	3369
702	3336
703	3369
704	3351
705	3354
706	3351
707	3369
708	3345
709	3372
710	3348
711	3342
712	3354
713	3369
714	3345
715	3369
716	3351
717	3354
718	3342
719	3369
720	3336
721	3372
722	3339
723	3351
724	3354
725	3378
726	3345
727	3378
728	3351
729	3354
730	3342
731	3369
732	3336
733	3372
734	3339
735	3351
736	3354
737	3369
738	3345
739	3378
740	3351
741	3354
742	3351
743	3369
744	3345
745	3372
746	3348
747	3351
748	3354
749	3369
750	3345
751	3369
752	3351
753	3345
754	3351
755	3378
756	3345
757	3372
758	3348
759	3351
760	3345
761	3369
762	3336
763	3369
764	3342
765	3354
766	3351
767	3378
768	3345
769	3381
770	3348
771	3351
772	3354
773	3369
774	3336
775	3369
776	3342
777	3354
778	3351
779	3369
780	3345
781	3381
782	3348
783	3342
784	3354
785	3369
786	3345
787	3369
788	3351
789	3354
790	3351
791	3369
792	3336
793	3372
794	3348
795	3342
796	3354
797	3378
798	3345
799	3369
800	3351
801	3354
802	3342
803	3369
804	3336
805	3372
806	3339
807	3351
808	3354
809	3378
810	3345
811	3378
812	3351
813	3354
814	3372
