
Og,37935.000000
O2,37934.000000
O3_native,37932.000000
ref_O3,37932.000000
Ofast,37932.000000
unsafe-math,37932.000000
fast-math,37932.000000
rename-register,37932.000000
icc-O2,38057.000000
icc-O3_xHost,38071.000000
icc-O3,38056.000000
icc-Ofast,38055.000000
opti,5212.000000
opti-arch,4050.000000
opti-icc,3369.000000
